tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
comercio,comidas rapidas,metropolitano,2,13.0,2017-03-10,6000000.0,microempresarial
industria,fabrica de alimentos,cabecera san antonio,3,80.0,2017-07-27,6000000.0,microempresarial
agropecuaria,sembrados,cabecera san cristobal,2,60.0,2018-11-23,100000000.0,microempresarial
comercio,almacen de ropa en,campo valdes no. 1,3,4.0,2018-07-26,300000000.0,microempresarial
comercio,fabrica de muebles,san diego,3,10.0,2016-01-25,4000000.0,microempresarial
comercio,almacen de ropa en,belen,2,16.0,2017-07-26,5000000.0,microempresarial
comercio,variedades,robledo,1,7.0,2017-10-18,7370000.0,microempresarial
industria,fabrica de,aranjuez,3,4.0,2018-06-28,3000000.0,microempresarial
servicio,fabrica de,guayabal,3,15.0,2019-06-25,5000000.0,microempresarial
comercio,miscelanea,manrique central no. 2,2,3.0,2017-06-28,7000000.0,microempresarial
comercio,fabrica de repuestos,belen,3,16.0,2017-03-24,23000000.0,empresarial ed.
comercio,tienda,picacho,1,6.0,2017-06-06,7300000.0,microempresarial
industria,fabrica de,la francia,2,2.0,2016-06-13,6000000.0,microempresarial
industria,fabrica de,moravia,2,4.0,2018-08-06,7000000.0,microempresarial
comercio,peluqueria,santo domingo savio,2,1.0,2018-12-05,5000000.0,microempresarial
comercio,taller de mecanica,cabecera san antonio,2,80.0,2018-02-05,6000000.0,microempresarial
comercio,variedades,manrique central no. 2,1,3.0,2018-04-04,7800000.0,microempresarial
comercio,tienda,el salvador,3,9.0,2017-09-06,2000000.0,microempresarial
comercio,charcuteria,robledo,3,7.0,2017-11-20,737000000.0,microempresarial
comercio,almacen de ropa en,campo valdes no. 1,2,4.0,2019-01-22,8280000.0,microempresarial
industria,fabrica de calzado,belencito,2,13.0,2017-09-12,4000000.0,microempresarial
comercio,distribuidora de,20 de julio,1,13.0,2018-02-16,7800000.0,microempresarial
comercio,variedades,santo domingo savio,2,1.0,2018-06-14,6000000.0,microempresarial
servicio,restaurante,doce de octubre no.1,1,6.0,2018-02-08,5000000.0,microempresarial
industria,fabrica de repuestos,buenos aires,3,9.0,2017-04-26,7300000.0,microempresarial
industria,fabrica de,juan xxiii la quiebra,2,13.0,2018-05-10,400000000.0,microempresarial
servicio,peluqueria,cabecera san cristobal,2,60.0,2019-03-21,4000000.0,microempresarial
servicio,recreativo educativo,santa rosa de lima,3,13.0,2019-04-11,4500000.0,microempresarial
comercio,tienda,boston,3,10.0,2017-09-05,7000000.0,microempresarial
comercio,variedades,manrique central no. 1,2,4.0,2018-11-14,7000000.0,microempresarial
comercio,almacen de ropa en,santander,2,6.0,2016-08-17,4000000.0,microempresarial
comercio,tienda,santo domingo savio,1,1.0,2017-06-30,5000000.0,microempresarial
industria,fabrica de,carpinelo,1,1.0,2017-07-28,2500000.0,microempresarial
industria,fabrica de,robledo,1,7.0,2018-08-02,4700000.0,microempresarial
comercio,fabrica de helados,aranjuez,3,4.0,2018-10-11,5000000.0,microempresarial
industria,fabrica de,pedregal,3,6.0,2016-10-10,4800000.0,microempresarial
servicio,ebanistaria,robledo,1,7.0,2018-02-12,7000000.0,microempresarial
comercio,variedades,manrique central no. 2,2,3.0,2017-08-30,737700000.0,microempresarial
industria,fabrica de alimentos,belen,3,16.0,2016-09-20,6800000.0,microempresarial
comercio,tienda de helados,manrique oriental,2,4.0,2019-01-23,5000000.0,microempresarial
comercio,granero,boyaca,3,5.0,2017-09-01,7300000.0,microempresarial
servicio,peluqueria,aranjuez,2,4.0,2018-09-14,7812000.0,microempresarial
comercio,miscelanea,moravia,2,4.0,2018-06-12,1500000.0,microempresarial
industria,fabrica de,la sierra,1,8.0,2018-11-28,800000.0,microempresarial
industria,fabrica de,santo domingo savio,1,1.0,2018-02-20,7800000.0,microempresarial
comercio,distribuidora de,robledo,3,7.0,2017-05-05,7300000.0,microempresarial
comercio,comidas rapidas,san javier no.1,2,13.0,2018-04-27,3000000.0,microempresarial
comercio,almacen de ropa en,enciso,2,8.0,2016-09-02,6000000.0,microempresarial
industria,fabrica de,manrique central no. 1,1,4.0,2018-07-05,7800000.0,microempresarial
comercio,almacen de ropa en,toscana,3,5.0,2017-07-10,7377000.0,microempresarial
industria,miscelanea,santander,1,6.0,2018-06-22,2000000.0,microempresarial
comercio,restaurante,robledo,2,7.0,2017-04-25,7377000.0,microempresarial
comercio,tienda,robledo,2,9.0,2017-05-09,1500000.0,microempresarial
comercio,restaurante,santo domingo savio,1,1.0,2019-06-10,4000000.0,credioportuno
comercio,variedades,moravia,1,4.0,2019-05-09,2700000.0,microempresarial
servicio,peluqueria,campo valdes no. 1,3,4.0,2017-06-07,7377000.0,microempresarial
industria,reciclaje,robledo,2,7.0,2017-09-29,1000000.0,microempresarial
comercio,peluqueria,castilla,2,5.0,2018-02-13,7000000.0,microempresarial
comercio,comidas rapidas,florencia,3,5.0,2018-05-10,3000000.0,microempresarial
comercio,comidas rapidas,robledo,3,7.0,2016-12-22,6890000.0,microempresarial
comercio,comidas rapidas,picacho,1,6.0,2018-12-14,7000000.0,microempresarial
industria,fabrica de,la floresta,2,12.0,2018-04-25,7000000.0,microempresarial
servicio,cafe e internet,manrique central no. 1,3,4.0,2017-08-22,6000000.0,microempresarial
industria,fabrica de repuestos,juan pablo ii,2,9.0,2018-05-30,7800000.0,microempresarial
comercio,almacen de ropa en,la pradera,3,13.0,2017-07-10,7000000.0,microempresarial
industria,fabrica de calzado,castilla,2,5.0,2017-07-31,7000000.0,microempresarial
comercio,peluqueria,granizal,2,1.0,2018-03-02,5000000.0,microempresarial
industria,fotografia,pedregal,3,6.0,2017-10-30,7377000.0,microempresarial
comercio,variedades,belen,3,16.0,2018-02-15,3000000.0,microempresarial
comercio,variedades,robledo,3,7.0,2017-01-18,6890000.0,microempresarial
comercio,cafe e internet,santo domingo savio,2,1.0,2018-02-07,6000000.0,microempresarial
comercio,almacen de ropa en,manrique central no. 1,1,4.0,2018-02-26,3000000.0,microempresarial
industria,fabrica de,la isla,2,4.0,2019-03-27,3000000.0,microempresarial
comercio,variedades,robledo,2,7.0,2018-10-26,7800000.0,microempresarial
comercio,variedades,doce de octubre no.1,2,6.0,2017-08-11,4000000.0,microempresarial
comercio,variedades,castilla,3,5.0,2018-06-06,7000000.0,microempresarial
comercio,comidas rapidas,aranjuez,1,4.0,2018-10-24,1500000.0,microempresarial
comercio,organizacion y,santander,2,6.0,2016-09-01,3000000.0,microempresarial
servicio,ebanistaria,manrique central no. 2,3,3.0,2019-04-04,7000000.0,microempresarial
comercio,variedades,manrique central no. 2,1,3.0,2018-04-11,4000000.0,microempresarial
industria,fabrica de,san javier no.1,2,13.0,2017-12-06,4000000.0,microempresarial
comercio,almacen de ropa en,aranjuez,3,4.0,2017-03-09,7377000.0,microempresarial
servicio,comidas rapidas,santo domingo savio,1,1.0,2016-05-03,1000000.0,microempresarial
servicio,taller de mecanica,manrique central no. 2,1,3.0,2018-05-31,7812000.0,microempresarial
industria,variedades,manrique central no. 2,2,3.0,2017-04-21,600000000.0,microempresarial
comercio,variedades,la candelaria,3,10.0,2018-05-29,2300000.0,microempresarial
comercio,variedades,aranjuez,2,4.0,2018-11-27,3000000.0,microempresarial
comercio,cerrajeria,san javier no.1,2,13.0,2016-05-31,6890000.0,microempresarial
comercio,tienda,belen,2,16.0,2019-04-05,8300000.0,microempresarial
comercio,comidas rapidas,buenos aires,2,9.0,2018-07-03,7000000.0,microempresarial
comercio,almacen de ropa en,barrio caicedo,3,9.0,2018-07-25,7000000.0,microempresarial
comercio,comidas rapidas,boston,3,10.0,2018-01-26,300000000.0,microempresarial
comercio,comidas rapidas,castilla,3,5.0,2017-03-15,7377000.0,microempresarial
comercio,comidas rapidas,popular,2,1.0,2017-06-30,5000000.0,microempresarial
comercio,miscelanea,el salvador,2,9.0,2017-09-26,4400000.0,microempresarial
comercio,papeleria,buenos aires,3,9.0,2018-07-25,4500000.0,microempresarial
comercio,almacen de ropa en,barrio caicedo,2,9.0,2017-06-06,7300000.0,microempresarial
servicio,peluqueria,granizal,2,1.0,2017-03-28,737700000.0,microempresarial
servicio,mantenimiento en,barrio caicedo,1,9.0,2018-11-02,7800000.0,microempresarial
industria,fabrica de,barrio caicedo,2,9.0,2018-10-25,500000000.0,microempresarial
industria,fabrica de,playon de los,2,2.0,2018-11-26,6000000.0,microempresarial
comercio,comidas rapidas,el socorro,1,13.0,2018-11-15,5000000.0,credioportuno
comercio,ebanistaria,pedregal,3,6.0,2017-06-02,6000000.0,microempresarial
agropecuaria,variedades,la floresta,2,12.0,2016-09-06,68900000.0,microempresarial
industria,fabrica de,popular,1,1.0,2018-11-21,7800000.0,microempresarial
comercio,drogueria,buenos aires,3,9.0,2016-04-21,6000000.0,microempresarial
comercio,variedades,francisco antonio zea,3,5.0,2018-04-10,7000000.0,microempresarial
industria,fabrica de,buenos aires,2,9.0,2018-03-13,2500000.0,microempresarial
servicio,fabrica de juegos,cabecera san cristobal,2,60.0,2017-03-09,7377000.0,microempresarial
comercio,comidas rapidas,calasanz,1,12.0,2016-02-04,6800000.0,microempresarial
servicio,reciclaje,florencia,3,5.0,2017-05-11,15000000.0,juridica y cap.semilla
industria,fabrica de,santo domingo savio,1,1.0,2018-07-10,4200000.0,microempresarial
industria,fabrica de calzado,manrique central no. 1,2,4.0,2016-08-23,6800000.0,microempresarial
servicio,restaurante,robledo,3,7.0,2016-08-11,20000000.0,juridica y cap.semilla
industria,fabrica de,20 de julio,1,13.0,2016-12-02,6890000.0,microempresarial
comercio,tienda,aranjuez,3,4.0,2019-04-24,17000000.0,microempresarial
comercio,comidas rapidas,las palmas,3,10.0,2018-04-23,800000.0,microempresarial
comercio,tienda,barrio caicedo,1,9.0,2017-11-09,2000000.0,microempresarial
comercio,variedades,enciso,2,8.0,2018-07-05,800000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2018-04-23,3500000.0,microempresarial
comercio,fabrica de,cabecera san cristobal,3,60.0,2017-07-17,7000000.0,microempresarial
comercio,comidas rapidas,doce de octubre no.1,2,6.0,2017-03-09,7375000.0,microempresarial
servicio,mantenimiento en,prado,3,10.0,2017-02-06,30000000.0,empresarial ed.
servicio,peluqueria,aranjuez,3,4.0,2017-03-03,6000000.0,microempresarial
industria,fabrica de,andalucia,2,2.0,2017-08-30,4000000.0,microempresarial
industria,fabrica de,toscana,2,5.0,2016-06-03,6800000.0,microempresarial
comercio,licorera,el salvador,3,9.0,2016-11-22,6890000.0,microempresarial
servicio,legumbreria,pedregal,3,6.0,2017-10-23,7300000.0,microempresarial
comercio,tienda,campo valdes no. 1,3,4.0,2018-09-24,7800000.0,microempresarial
industria,fabrica de,robledo,3,7.0,2018-04-25,7800000.0,microempresarial
servicio,comidas rapidas,guayabal,2,15.0,2017-11-17,4000000.0,microempresarial
comercio,tienda,pedregal,2,6.0,2018-10-03,2500000.0,microempresarial
industria,fabrica de,la milagrosa,2,9.0,2017-03-08,5000000.0,microempresarial
comercio,cafeteria,belen,2,16.0,2017-12-07,7000000.0,microempresarial
comercio,almacen de ropa en,belen,3,16.0,2016-11-28,4000000.0,microempresarial
comercio,carniceria,castilla,3,5.0,2016-12-16,6894000.0,microempresarial
servicio,variedades,robledo,2,3.0,2018-04-20,7800000.0,microempresarial
comercio,variedades,aranjuez,1,4.0,2018-09-14,3000000.0,microempresarial
comercio,tienda,olaya herrera,2,7.0,2017-11-01,5000000.0,microempresarial
servicio,lavanderia,robledo,2,7.0,2018-04-17,7800000.0,microempresarial
comercio,restaurante,robledo,2,7.0,2017-05-08,7000000.0,microempresarial
comercio,variedades,san javier no.1,1,13.0,2019-04-22,3000000.0,microempresarial
comercio,panaderia,campo amor,2,15.0,2018-06-18,7800000.0,microempresarial
agropecuaria,floristeria,cabecera san cristobal,2,60.0,2016-11-03,4000000.0,agropecuaria
servicio,peluqueria,belen,2,16.0,2017-12-13,7300000.0,microempresarial
servicio,recreativo educativo,el diamante,2,7.0,2019-03-27,6000000.0,microempresarial
comercio,variedades,robledo,1,7.0,2016-05-10,4100000.0,microempresarial
servicio,peluqueria,manrique central no. 1,3,4.0,2016-10-28,6890000.0,microempresarial
comercio,tienda,la esperanza no. 2,1,1.0,2019-02-22,5000000.0,microempresarial
comercio,comidas rapidas,enciso,2,8.0,2018-11-06,1800000.0,microempresarial
comercio,almacen de ropa en,la milagrosa,2,9.0,2017-09-13,5000000.0,microempresarial
comercio,variedades,florencia,3,5.0,2016-12-20,4000000.0,microempresarial
industria,mantenimiento en,manrique central no. 1,3,4.0,2018-05-22,5000000.0,microempresarial
comercio,variedades,castilla,3,5.0,2018-01-15,7800000.0,microempresarial
servicio,variedades,olaya herrera,1,7.0,2018-09-04,5000000.0,microempresarial
industria,fabrica de,san pablo,2,1.0,2018-04-04,4000000.0,microempresarial
servicio,lavadero de,robledo,2,7.0,2016-11-29,6000000.0,microempresarial
comercio,variedades,el salvador,3,9.0,2019-06-05,750000000.0,microempresarial
comercio,licorera,moravia,2,4.0,2019-02-04,7800000.0,microempresarial
comercio,almacen de ropa en,loreto,3,9.0,2018-07-30,5000000.0,microempresarial
comercio,variedades,cabecera san cristobal,2,60.0,2017-11-07,3500000.0,microempresarial
comercio,papeleria,aranjuez,1,4.0,2018-08-23,7000000.0,microempresarial
industria,fabrica de,manrique central no. 2,3,3.0,2016-10-26,5300000.0,microempresarial
comercio,variedades,robledo,2,7.0,2016-04-28,6890000.0,microempresarial
industria,sembrados,santa elena central,2,90.0,2018-05-31,7800000.0,microempresarial
comercio,comidas rapidas,la loma,2,60.0,2018-03-21,4000000.0,microempresarial
comercio,panaderia,la milagrosa,2,9.0,2018-11-06,7000000.0,microempresarial
comercio,tienda,la francia,2,2.0,2016-08-08,3500000.0,microempresarial
comercio,restaurante,manrique central no. 1,2,4.0,2017-05-03,7300000.0,microempresarial
servicio,barberia,villa del socorro,2,8.0,2016-09-12,2000000.0,microempresarial
industria,fabrica de,pedregal,3,6.0,2018-03-02,7000000.0,microempresarial
comercio,variedades,carpinelo,1,1.0,2017-05-16,5000000.0,microempresarial
industria,fabrica de,popular,2,1.0,2018-04-20,7800000.0,microempresarial
comercio,almacen de ropa en,manrique central no. 1,2,4.0,2018-10-25,2000000.0,microempresarial
comercio,cafe e internet,buenos aires,2,9.0,2017-09-13,7370000.0,microempresarial
agropecuaria,venta de pollos,cabecera san cristobal,2,60.0,2017-06-29,7000000.0,agropecuaria
comercio,almacen de ropa en,santo domingo savio,2,1.0,2016-10-18,6500000.0,microempresarial
agropecuaria,sembrados,santa elena central,2,90.0,2016-08-02,6000000.0,agropecuaria
industria,fabrica de,manrique oriental,2,3.0,2018-12-21,7800000.0,microempresarial
comercio,taller de mecanica,loreto,3,9.0,2017-03-08,5000000.0,microempresarial
industria,fabrica de,belen,3,16.0,2017-02-14,7370000.0,microempresarial
comercio,variedades,buenos aires,3,9.0,2017-12-07,2000000.0,microempresarial
servicio,variedades,robledo,3,7.0,2017-06-08,7377000.0,microempresarial
servicio,criadero de animales,aranjuez,1,4.0,2017-07-26,7000000.0,microempresarial
industria,fabrica de,20 de julio,2,13.0,2017-06-13,7370000.0,microempresarial
servicio,peluqueria,villa niza,1,2.0,2017-09-20,6000000.0,microempresarial
industria,fabrica de,boston,3,10.0,2017-09-18,5000000.0,microempresarial
servicio,variedades,robledo,2,7.0,2018-02-07,7000000.0,microempresarial
servicio,productos de belleza,florencia,3,5.0,2019-01-29,8200000.0,microempresarial
comercio,licorera,picachito,2,6.0,2017-07-07,7377000.0,microempresarial
servicio,barberia,robledo,1,7.0,2018-05-25,5000000.0,microempresarial
comercio,licorera,castilla,3,5.0,2019-05-22,18218000.0,microempresarial
industria,fabrica de,castilla,3,5.0,2016-06-03,4000000.0,microempresarial
comercio,variedades,prado,3,10.0,2018-05-16,7800000.0,microempresarial
servicio,peluqueria,enciso,2,8.0,2017-11-17,7370000.0,microempresarial
servicio,peluqueria,belen,2,16.0,2019-03-19,4000000.0,microempresarial
comercio,fabrica de ceramica,popular,1,1.0,2017-02-21,7377000.0,microempresarial
comercio,productos de belleza,belen,3,16.0,2019-03-19,5500000.0,microempresarial
servicio,peluqueria,calasanz,3,12.0,2018-04-25,7000000.0,microempresarial
industria,fabrica de,picacho,1,6.0,2018-05-18,1500000.0,microempresarial
servicio,mantenimiento en,villa hermosa,3,8.0,2017-11-17,7370000.0,microempresarial
industria,almacen de ropa en,barrio caicedo,2,9.0,2019-04-08,8000000.0,microempresarial
agropecuaria,sembrados,cabecera san cristobal,2,60.0,2017-03-03,14700000.0,microempresarial
industria,fabrica de productos,el chagualo,3,10.0,2016-04-18,28000000.0,empresarial ed.
servicio,panaderia,calasanz,3,12.0,2016-11-09,6000000.0,microempresarial
servicio,cafe e internet,robledo,2,7.0,2018-04-12,7000000.0,microempresarial
servicio,peluqueria,robledo,2,7.0,2017-03-21,7300000.0,microempresarial
comercio,productos de belleza,robledo,2,7.0,2018-05-25,7000000.0,microempresarial
comercio,papeleria,caribe,3,5.0,2017-06-07,7000000.0,microempresarial
servicio,barberia,manrique oriental,2,3.0,2019-01-18,6000000.0,microempresarial
comercio,comidas rapidas,barrio caicedo,1,9.0,2016-11-10,3000000.0,microempresarial
comercio,variedades,blanquizal,1,13.0,2019-01-04,3500000.0,microempresarial
industria,fabrica de,la milagrosa,3,9.0,2017-05-16,4000000.0,microempresarial
industria,fabrica de,robledo,3,7.0,2016-06-03,6890000.0,microempresarial
industria,fabrica de,buenos aires,3,9.0,2018-03-01,3000000.0,microempresarial
industria,fabrica de,santa cruz,2,2.0,2017-03-06,7000000.0,microempresarial
servicio,mensajeria,campo valdes no. 1,3,4.0,2017-04-28,7300000.0,microempresarial
comercio,almacen de ropa en,pedregal,3,6.0,2017-06-23,4000000.0,microempresarial
industria,fabrica de,cabecera san cristobal,3,60.0,2018-04-13,7800000.0,microempresarial
industria,fabrica de,santander,2,6.0,2017-03-14,7300000.0,microempresarial
servicio,peluqueria,villa niza,2,2.0,2018-11-20,4000000.0,microempresarial
comercio,distribuidora de,robledo,2,7.0,2017-10-12,7300000.0,microempresarial
comercio,variedades,popular,2,1.0,2018-07-10,4000000.0,microempresarial
servicio,organizacion y,santo domingo savio,1,1.0,2018-02-16,7000000.0,microempresarial
servicio,peluqueria,pedregal,3,6.0,2016-07-19,3000000.0,microempresarial
comercio,variedades,la salle,2,3.0,2018-10-24,7000000.0,microempresarial
comercio,productos de belleza,alfonso lopez,2,5.0,2017-07-19,7370000.0,microempresarial
